dataset,label,nmse,corrcoeff,n,alpha,spectral_radius,input_scale,sparsity,hidden_dim,epochs,learning_rate,dropout_rate,seed,show_progress
Double-scroll,ESN,0.0001399306629243511,[0.99989534 0.99965648 0.99986861],60.0,0.7,0.9,1.0,0.2,,,,,,
Double-scroll,ESN,0.00039718140225356437,[0.99977217 0.99883603 0.99959597],60.0,0.7,0.9,1.5,0.0,,,,,,
Double-scroll,ESN,0.00037489697346090157,[0.99977579 0.99878488 0.99965069],60.0,0.7,0.9,1.5,0.05,,,,,,
Double-scroll,ESN,0.0005149586661784753,[0.99967068 0.99864905 0.99948156],60.0,0.7,0.9,1.5,0.1,,,,,,
Double-scroll,ESN,0.0004086938771910241,[0.99974475 0.99870193 0.99962476],60.0,0.7,0.9,1.5,0.15,,,,,,
Double-scroll,ESN,0.00044394755282682315,[0.9997219  0.99875122 0.99955948],60.0,0.7,0.9,1.5,0.2,,,,,,
Double-scroll,ESN,0.000613126312553642,[0.99959037 0.99802113 0.99946952],60.0,0.7,0.9,2.0,0.0,,,,,,
Double-scroll,ESN,0.0008025911476036861,[0.99949247 0.99753095 0.99925316],60.0,0.7,0.9,2.0,0.05,,,,,,
Double-scroll,ESN,0.001077635242733756,[0.99935065 0.9972958  0.99884587],60.0,0.7,0.9,2.0,0.1,,,,,,
Double-scroll,ESN,0.0007733577561987799,[0.9994243  0.99732029 0.99942648],60.0,0.7,0.9,2.0,0.15,,,,,,
Double-scroll,ESN,0.0008021815505246621,[0.99941582 0.99762058 0.99932114],60.0,0.7,0.9,2.0,0.2,,,,,,
Double-scroll,ESN,0.001152490561454733,[0.99925926 0.99664485 0.998902  ],60.0,0.7,0.9,2.5,0.0,,,,,,
Double-scroll,ESN,0.0016631031059450858,[0.99893152 0.99572403 0.99829689],60.0,0.7,0.9,2.5,0.05,,,,,,
Double-scroll,ESN,0.0017927075049665323,[0.99890543 0.99546422 0.99809905],60.0,0.7,0.9,2.5,0.1,,,,,,
Double-scroll,ESN,0.0013762772942921488,[0.99898251 0.99590298 0.99886843],60.0,0.7,0.9,2.5,0.15,,,,,,
Double-scroll,ESN,0.001275322254017508,[0.99905216 0.99604347 0.99897979],60.0,0.7,0.9,2.5,0.2,,,,,,
Double-scroll,ESN,0.0018179321072318453,[0.99859104 0.99455646 0.99853555],60.0,0.7,0.9,3.0,0.0,,,,,,
Double-scroll,ESN,0.0021564912295304614,[0.99865282 0.99497031 0.99766232],60.0,0.7,0.9,3.0,0.05,,,,,,
Double-scroll,ESN,0.0022994634841447615,[0.99849533 0.9940748  0.99768573],60.0,0.7,0.9,3.0,0.1,,,,,,
Double-scroll,ESN,0.0020561286970493466,[0.99842244 0.99379123 0.99838478],60.0,0.7,0.9,3.0,0.15,,,,,,
Double-scroll,ESN,0.0019281997024524643,[0.99851268 0.99396992 0.99852193],60.0,0.7,0.9,3.0,0.2,,,,,,
Double-scroll,ESN,0.0023586633345335445,[0.99806438 0.99266748 0.99825475],60.0,0.7,0.9,3.5,0.0,,,,,,
Double-scroll,ESN,0.0024025405519833656,[0.99849955 0.99426697 0.99744168],60.0,0.7,0.9,3.5,0.05,,,,,,
Double-scroll,ESN,0.0028334056261208962,[0.99807109 0.99250589 0.99726313],60.0,0.7,0.9,3.5,0.1,,,,,,
Double-scroll,ESN,0.002765773361269619,[0.99783491 0.99156451 0.99786108],60.0,0.7,0.9,3.5,0.15,,,,,,
Double-scroll,ESN,0.0026934594021212482,[0.99788227 0.99193001 0.99789621],60.0,0.7,0.9,3.5,0.2,,,,,,
Double-scroll,ESN,0.0028939580184705795,[0.99772556 0.99115779 0.99772242],60.0,0.7,0.9,4.0,0.0,,,,,,
Double-scroll,ESN,0.0029356151404749662,[0.99818345 0.99274071 0.99692078],60.0,0.7,0.9,4.0,0.05,,,,,,
Double-scroll,ESN,0.0034304243155888828,[0.99772263 0.99100641 0.9966203 ],60.0,0.7,0.9,4.0,0.1,,,,,,
Double-scroll,ESN,0.0035369165976885486,[0.99732106 0.9898836  0.99701773],60.0,0.7,0.9,4.0,0.15,,,,,,
Double-scroll,ESN,0.003566984052622181,[0.99728848 0.98986527 0.99700424],60.0,0.7,0.9,4.0,0.2,,,,,,
Double-scroll,ESN,0.003534403298402531,[0.99754263 0.99004265 0.99673758],60.0,0.7,0.9,4.5,0.0,,,,,,
Double-scroll,ESN,0.0038162079579959186,[0.99770938 0.99045527 0.9959596 ],60.0,0.7,0.9,4.5,0.05,,,,,,
Double-scroll,ESN,0.004180322484623154,[0.9973883  0.9894804  0.99564813],60.0,0.7,0.9,4.5,0.1,,,,,,
Double-scroll,ESN,0.004362926476799782,[0.99692335 0.9887986  0.99582746],60.0,0.7,0.9,4.5,0.15,,,,,,
Double-scroll,ESN,0.004530200206045003,[0.99680986 0.9880145  0.99577101],60.0,0.7,0.9,4.5,0.2,,,,,,
Double-scroll,ESN,0.0043520707368418735,[0.99737594 0.98887477 0.99537386],60.0,0.7,0.9,5.0,0.0,,,,,,
Double-scroll,ESN,0.004961182318284535,[0.99712251 0.98786605 0.99459488],60.0,0.7,0.9,5.0,0.05,,,,,,
Double-scroll,ESN,0.005182170282959595,[0.99694822 0.98761004 0.99430987],60.0,0.7,0.9,5.0,0.1,,,,,,
Double-scroll,ESN,0.005287859408881829,[0.99659006 0.98782308 0.99435437],60.0,0.7,0.9,5.0,0.15,,,,,,
Double-scroll,ESN,0.005516482600332111,[0.99641692 0.98651467 0.99433896],60.0,0.7,0.9,5.0,0.2,,,,,,
Double-scroll,ESN,0.000829136942978803,[0.99869312 0.99789998 0.99989416],60.0,0.7,0.95,0.1,0.0,,,,,,
Double-scroll,ESN,0.00048803086367549075,[0.99926681 0.99866715 0.99992972],60.0,0.7,0.95,0.1,0.05,,,,,,
Double-scroll,ESN,0.0006123745032001598,[0.99907427 0.99841133 0.99991635],60.0,0.7,0.95,0.1,0.1,,,,,,
Double-scroll,ESN,0.000676593652568158,[0.99894632 0.99818846 0.99991192],60.0,0.7,0.95,0.1,0.15,,,,,,
Double-scroll,ESN,0.0006390785955968639,[0.9990254  0.99819579 0.9999109 ],60.0,0.7,0.95,0.1,0.2,,,,,,
Double-scroll,ESN,4.297693304018068e-05,[0.999963   0.99982668 0.99997749],60.0,0.7,0.95,0.5,0.0,,,,,,
Double-scroll,ESN,4.254725348571417e-05,[0.99996355 0.99986157 0.99997112],60.0,0.7,0.95,0.5,0.05,,,,,,
Double-scroll,ESN,4.2823998985788345e-05,[0.99995594 0.99983549 0.99998451],60.0,0.7,0.95,0.5,0.1,,,,,,
Double-scroll,ESN,4.9840726875624676e-05,[0.99995    0.9998086  0.99997887],60.0,0.7,0.95,0.5,0.15,,,,,,
Double-scroll,ESN,4.272104658508316e-05,[0.99995908 0.9998433  0.99997902],60.0,0.7,0.95,0.5,0.2,,,,,,
Double-scroll,ESN,0.00013428581625712533,[0.9999375  0.99974642 0.99982962],60.0,0.7,0.95,1.0,0.0,,,,,,
Double-scroll,ESN,0.0001453358988500012,[0.99994006 0.99970864 0.99980654],60.0,0.7,0.95,1.0,0.05,,,,,,
Double-scroll,ESN,0.0002563351027011614,[0.99982436 0.99921609 0.99978137],60.0,0.7,0.95,1.0,0.1,,,,,,
Double-scroll,ESN,0.0001518308566469004,[0.99989647 0.99955241 0.99986691],60.0,0.7,0.95,1.0,0.15,,,,,,
Double-scroll,ESN,0.0001594539915115015,[0.99988889 0.99960591 0.99984371],60.0,0.7,0.95,1.0,0.2,,,,,,
Double-scroll,ESN,0.00045383709424867626,[0.99975289 0.99877513 0.99950511],60.0,0.7,0.95,1.5,0.0,,,,,,
Double-scroll,ESN,0.00041171554031595604,[0.99976297 0.99872526 0.99959651],60.0,0.7,0.95,1.5,0.05,,,,,,
Double-scroll,ESN,0.0005659238792426865,[0.99964101 0.99857476 0.99941746],60.0,0.7,0.95,1.5,0.1,,,,,,
Double-scroll,ESN,0.0004385392222338991,[0.99973539 0.99867819 0.99957492],60.0,0.7,0.95,1.5,0.15,,,,,,
Double-scroll,ESN,0.00047596641294296284,[0.99970288 0.99867144 0.99952449],60.0,0.7,0.95,1.5,0.2,,,,,,
Double-scroll,ESN,0.0006566887488668613,[0.99955418 0.99786145 0.99944227],60.0,0.7,0.95,2.0,0.0,,,,,,
Double-scroll,ESN,0.0008406162221670905,[0.99948711 0.99746069 0.99919051],60.0,0.7,0.95,2.0,0.05,,,,,,
Double-scroll,ESN,0.001135620565680938,[0.99932511 0.99721626 0.99876098],60.0,0.7,0.95,2.0,0.1,,,,,,
Double-scroll,ESN,0.0007928712691184762,[0.9994265  0.9972999  0.99938602],60.0,0.7,0.95,2.0,0.15,,,,,,
Double-scroll,ESN,0.0008387436775176251,[0.99940748 0.99757151 0.99925917],60.0,0.7,0.95,2.0,0.2,,,,,,
Double-scroll,ESN,0.001158133270747334,[0.99929295 0.99663476 0.99885934],60.0,0.7,0.95,2.5,0.0,,,,,,
Double-scroll,ESN,0.001685023023187804,[0.99890875 0.99550442 0.99831629],60.0,0.7,0.95,2.5,0.05,,,,,,
Double-scroll,ESN,0.0019075915386846697,[0.99886282 0.99526089 0.99793511],60.0,0.7,0.95,2.5,0.1,,,,,,
Double-scroll,ESN,0.0013830300168945545,[0.99898994 0.99592283 0.99884124],60.0,0.7,0.95,2.5,0.15,,,,,,
Double-scroll,ESN,0.0013164069335584061,[0.9990236  0.99599444 0.99893113],60.0,0.7,0.95,2.5,0.2,,,,,,
Double-scroll,ESN,0.0018707268420315763,[0.99862529 0.9945197  0.99839497],60.0,0.7,0.95,3.0,0.0,,,,,,
Double-scroll,ESN,0.002390860005015091,[0.99849833 0.99444477 0.99740589],60.0,0.7,0.95,3.0,0.05,,,,,,
Double-scroll,ESN,0.002486286298766149,[0.99843364 0.99381991 0.99739671],60.0,0.7,0.95,3.0,0.1,,,,,,
Double-scroll,ESN,0.002102216488853185,[0.99844188 0.99388992 0.99826291],60.0,0.7,0.95,3.0,0.15,,,,,,
Double-scroll,ESN,0.001941481082911181,[0.99852942 0.99391767 0.9984929 ],60.0,0.7,0.95,3.0,0.2,,,,,,
Double-scroll,ESN,0.0024652187517026657,[0.99800879 0.99245572 0.99812264],60.0,0.7,0.95,3.5,0.0,,,,,,
Double-scroll,ESN,0.0026212967865471893,[0.99835323 0.99386387 0.99718374],60.0,0.7,0.95,3.5,0.05,,,,,,
Double-scroll,ESN,0.0030016702665203302,[0.99798836 0.99221467 0.99704204],60.0,0.7,0.95,3.5,0.1,,,,,,
Double-scroll,ESN,0.002819030231904143,[0.99782192 0.99147267 0.99779317],60.0,0.7,0.95,3.5,0.15,,,,,,
Double-scroll,ESN,0.002683819353553309,[0.99789398 0.99182741 0.99793346],60.0,0.7,0.95,3.5,0.2,,,,,,
Double-scroll,ESN,0.002976017205963855,[0.99759766 0.99075559 0.99775031],60.0,0.7,0.95,4.0,0.0,,,,,,
Double-scroll,ESN,0.0029970540987157915,[0.99811228 0.99272245 0.99684963],60.0,0.7,0.95,4.0,0.05,,,,,,
Double-scroll,ESN,0.0035704476319376515,[0.99759344 0.99058857 0.99652541],60.0,0.7,0.95,4.0,0.1,,,,,,
Double-scroll,ESN,0.003574468158900684,[0.99725561 0.98950031 0.99708829],60.0,0.7,0.95,4.0,0.15,,,,,,
Double-scroll,ESN,0.0035210271304836976,[0.99725748 0.98973148 0.99716456],60.0,0.7,0.95,4.0,0.2,,,,,,
Double-scroll,ESN,0.003574325359294356,[0.99733503 0.9894385  0.99696968],60.0,0.7,0.95,4.5,0.0,,,,,,
Double-scroll,ESN,0.00371634791663992,[0.99770278 0.99074344 0.99610855],60.0,0.7,0.95,4.5,0.05,,,,,,
Double-scroll,ESN,0.004217324293507892,[0.99726738 0.98913695 0.99574496],60.0,0.7,0.95,4.5,0.1,,,,,,
Double-scroll,ESN,0.004383352541919176,[0.99678531 0.98816447 0.99604814],60.0,0.7,0.95,4.5,0.15,,,,,,
Double-scroll,ESN,0.004468325995459176,[0.99671153 0.98773206 0.99605601],60.0,0.7,0.95,4.5,0.2,,,,,,
Double-scroll,ESN,0.004285785598675417,[0.99719573 0.98847153 0.99576395],60.0,0.7,0.95,5.0,0.0,,,,,,
Double-scroll,ESN,0.004746345807947097,[0.99716423 0.98826314 0.99492512],60.0,0.7,0.95,5.0,0.05,,,,,,
Double-scroll,ESN,0.005067596555067052,[0.99690226 0.98757132 0.99459563],60.0,0.7,0.95,5.0,0.1,,,,,,
Double-scroll,ESN,0.005240420572447818,[0.99643816 0.98728799 0.99470457],60.0,0.7,0.95,5.0,0.15,,,,,,
Double-scroll,ESN,0.0054631207471828,[0.99627184 0.98606879 0.99468137],60.0,0.7,0.95,5.0,0.2,,,,,,
Double-scroll,ESN,0.0010636398237629005,[0.99827838 0.99744289 0.99986113],60.0,0.7,1.0,0.1,0.0,,,,,,
Double-scroll,ESN,0.0006042024554071246,[0.99907486 0.99844384 0.99990834],60.0,0.7,1.0,0.1,0.05,,,,,,
Double-scroll,ESN,0.0007559592085536028,[0.99885054 0.99814204 0.99989281],60.0,0.7,1.0,0.1,0.1,,,,,,
Double-scroll,ESN,0.0008840898567332114,[0.99860276 0.99772405 0.99988164],60.0,0.7,1.0,0.1,0.15,,,,,,
Double-scroll,ESN,0.0008307377668090579,[0.99870943 0.99776438 0.99988601],60.0,0.7,1.0,0.1,0.2,,,,,,
Double-scroll,ESN,5.3566235526790516e-05,[0.99995626 0.99979445 0.99996784],60.0,0.7,1.0,0.5,0.0,,,,,,
Double-scroll,ESN,5.2904524131649846e-05,[0.99995571 0.99983631 0.99996138],60.0,0.7,1.0,0.5,0.05,,,,,,
Double-scroll,ESN,5.0557261469693604e-05,[0.99994902 0.99981856 0.99997742],60.0,0.7,1.0,0.5,0.1,,,,,,
Double-scroll,ESN,6.052989633514325e-05,[0.99994325 0.99976812 0.99997061],60.0,0.7,1.0,0.5,0.15,,,,,,
Double-scroll,ESN,4.899148488983452e-05,[0.99995579 0.9998154  0.99997404],60.0,0.7,1.0,0.5,0.2,,,,,,
Double-scroll,ESN,0.00013065659489381725,[0.99993356 0.99974349 0.99984264],60.0,0.7,1.0,1.0,0.0,,,,,,
Double-scroll,ESN,0.0001537185482527569,[0.99994027 0.99970965 0.99978914],60.0,0.7,1.0,1.0,0.05,,,,,,
Double-scroll,ESN,0.0002465724891580385,[0.99983336 0.99927433 0.99978298],60.0,0.7,1.0,1.0,0.1,,,,,,
Double-scroll,ESN,0.0001654260177537571,[0.99989327 0.99953314 0.99984682],60.0,0.7,1.0,1.0,0.15,,,,,,
Double-scroll,ESN,0.00018662399544633947,[0.99987637 0.99953306 0.99981331],60.0,0.7,1.0,1.0,0.2,,,,,,
Double-scroll,ESN,0.0005089125501689348,[0.99973884 0.9987332  0.99940949],60.0,0.7,1.0,1.5,0.0,,,,,,
Double-scroll,ESN,0.0004518715375483164,[0.9997497  0.99867611 0.9995343 ],60.0,0.7,1.0,1.5,0.05,,,,,,
Double-scroll,ESN,0.0006248432849488059,[0.99960666 0.99848699 0.99934371],60.0,0.7,1.0,1.5,0.1,,,,,,
Double-scroll,ESN,0.0004726983150002222,[0.9997252  0.99866618 0.99951473],60.0,0.7,1.0,1.5,0.15,,,,,,
Double-scroll,ESN,0.0005089598027310093,[0.99968263 0.99859662 0.99948773],60.0,0.7,1.0,1.5,0.2,,,,,,
Double-scroll,ESN,0.0007187925466383682,[0.99951258 0.99765533 0.99938943],60.0,0.7,1.0,2.0,0.0,,,,,,
Double-scroll,ESN,0.000901564252325441,[0.99946225 0.99733711 0.99910777],60.0,0.7,1.0,2.0,0.05,,,,,,
Double-scroll,ESN,0.0012017655279115617,[0.99929446 0.99711785 0.99866678],60.0,0.7,1.0,2.0,0.1,,,,,,
Double-scroll,ESN,0.0008308541637290743,[0.99942353 0.99725772 0.99931561],60.0,0.7,1.0,2.0,0.15,,,,,,
Double-scroll,ESN,0.0008865934265257678,[0.99940612 0.99749532 0.99917051],60.0,0.7,1.0,2.0,0.2,,,,,,
Double-scroll,ESN,0.0011630007962124874,[0.99930437 0.99659796 0.99884688],60.0,0.7,1.0,2.5,0.0,,,,,,
Double-scroll,ESN,0.0016850099805733236,[0.99891679 0.99537344 0.99833616],60.0,0.7,1.0,2.5,0.05,,,,,,
Double-scroll,ESN,0.001997753033095048,[0.99883415 0.99511466 0.99779865],60.0,0.7,1.0,2.5,0.1,,,,,,
Double-scroll,ESN,0.0013853652755149413,[0.99900074 0.99593046 0.9988195 ],60.0,0.7,1.0,2.5,0.15,,,,,,
Double-scroll,ESN,0.0013699181226550108,[0.99898484 0.99594371 0.99886555],60.0,0.7,1.0,2.5,0.2,,,,,,
Double-scroll,ESN,0.0019203981769002187,[0.99867536 0.99450114 0.99824124],60.0,0.7,1.0,3.0,0.0,,,,,,
Double-scroll,ESN,0.0025821490746914984,[0.99836707 0.99394623 0.99721723],60.0,0.7,1.0,3.0,0.05,,,,,,
Double-scroll,ESN,0.0026871293943780883,[0.9983672  0.99352046 0.99709002],60.0,0.7,1.0,3.0,0.1,,,,,,
Double-scroll,ESN,0.002145814552528541,[0.99846169 0.99400857 0.99813873],60.0,0.7,1.0,3.0,0.15,,,,,,
Double-scroll,ESN,0.00196476767724116,[0.99854208 0.99391188 0.99843587],60.0,0.7,1.0,3.0,0.2,,,,,,
Double-scroll,ESN,0.002573657607467954,[0.99798536 0.99231528 0.9979413 ],60.0,0.7,1.0,3.5,0.0,,,,,,
Double-scroll,ESN,0.002881028876931429,[0.99818841 0.99338164 0.99687305],60.0,0.7,1.0,3.5,0.05,,,,,,
Double-scroll,ESN,0.003184062200647802,[0.99792434 0.99199226 0.9967604 ],60.0,0.7,1.0,3.5,0.1,,,,,,
Double-scroll,ESN,0.0028818910476302866,[0.99783055 0.9915033  0.99766387],60.0,0.7,1.0,3.5,0.15,,,,,,
Double-scroll,ESN,0.0026915782893951797,[0.99791747 0.99174334 0.99791795],60.0,0.7,1.0,3.5,0.2,,,,,,
Double-scroll,ESN,0.0030857358800754973,[0.9975084  0.99048015 0.99765787],60.0,0.7,1.0,4.0,0.0,,,,,,
Double-scroll,ESN,0.0031482312523891196,[0.99800474 0.99252098 0.99666014],60.0,0.7,1.0,4.0,0.05,,,,,,
Double-scroll,ESN,0.003741847141236489,[0.99748684 0.99023932 0.99633166],60.0,0.7,1.0,4.0,0.1,,,,,,
Double-scroll,ESN,0.0036192675340833576,[0.99722642 0.98927987 0.99707937],60.0,0.7,1.0,4.0,0.15,,,,,,
Double-scroll,ESN,0.0034883701273484414,[0.9972586  0.98964612 0.99725703],60.0,0.7,1.0,4.0,0.2,,,,,,
Double-scroll,ESN,0.0036403460043482744,[0.99717021 0.98893625 0.99708677],60.0,0.7,1.0,4.5,0.0,,,,,,
Double-scroll,ESN,0.0037012741806841756,[0.99766246 0.99090676 0.99613434],60.0,0.7,1.0,4.5,0.05,,,,,,
Double-scroll,ESN,0.004324477756738492,[0.99713519 0.98872176 0.99572139],60.0,0.7,1.0,4.5,0.1,,,,,,
Double-scroll,ESN,0.004410457937427487,[0.9966942  0.98765478 0.99618938],60.0,0.7,1.0,4.5,0.15,,,,,,
Double-scroll,ESN,0.004398703871282756,[0.99666109 0.98756925 0.99628937],60.0,0.7,1.0,4.5,0.2,,,,,,
Double-scroll,ESN,0.004299631758183921,[0.99697561 0.98785687 0.99606474],60.0,0.7,1.0,5.0,0.0,,,,,,
Double-scroll,ESN,0.004588105857948442,[0.99718149 0.98862686 0.99516204],60.0,0.7,1.0,5.0,0.05,,,,,,
Double-scroll,ESN,0.005041800196895094,[0.99681166 0.98733455 0.99477581],60.0,0.7,1.0,5.0,0.1,,,,,,
Double-scroll,ESN,0.005234678143990021,[0.99629069 0.98664568 0.99498875],60.0,0.7,1.0,5.0,0.15,,,,,,
Double-scroll,ESN,0.0053934097079102305,[0.9961639  0.98573218 0.9950024 ],60.0,0.7,1.0,5.0,0.2,,,,,,
Double-scroll,ESN,0.0013017060170065363,[0.99786036 0.99701582 0.99982376],60.0,0.7,1.05,0.1,0.0,,,,,,
Double-scroll,ESN,0.0007359563893934606,[0.99885874 0.99816015 0.99988283],60.0,0.7,1.05,0.1,0.05,,,,,,
Double-scroll,ESN,0.0008894706002311132,[0.99863568 0.99779297 0.99986973],60.0,0.7,1.05,0.1,0.1,,,,,,
Double-scroll,ESN,0.0011812505549247169,[0.99812618 0.99702606 0.99984258],60.0,0.7,1.05,0.1,0.15,,,,,,
Double-scroll,ESN,0.0011000350256713076,[0.99826639 0.99712963 0.99985057],60.0,0.7,1.05,0.1,0.2,,,,,,
Double-scroll,ESN,6.584499274528447e-05,[0.9999474  0.99976998 0.99995506],60.0,0.7,1.05,0.5,0.0,,,,,,
Double-scroll,ESN,6.582539534461951e-05,[0.99994643 0.99980159 0.99994934],60.0,0.7,1.05,0.5,0.05,,,,,,
Double-scroll,ESN,6.185851972436073e-05,[0.9999397  0.99979623 0.99996575],60.0,0.7,1.05,0.5,0.1,,,,,,
Double-scroll,ESN,7.312660498676887e-05,[0.9999359  0.99971864 0.9999606 ],60.0,0.7,1.05,0.5,0.15,,,,,,
Double-scroll,ESN,5.874929276266726e-05,[0.99995009 0.99977579 0.99996647],60.0,0.7,1.05,0.5,0.2,,,,,,
Double-scroll,ESN,0.00012667770517584679,[0.99992926 0.99973801 0.99985623],60.0,0.7,1.05,1.0,0.0,,,,,,
Double-scroll,ESN,0.0001599766330044357,[0.99993986 0.99970658 0.99977697],60.0,0.7,1.05,1.0,0.05,,,,,,
Double-scroll,ESN,0.00023208245279109392,[0.99984968 0.99936062 0.99978161],60.0,0.7,1.05,1.0,0.1,,,,,,
Double-scroll,ESN,0.0001785659720053639,[0.99989065 0.99951777 0.99982611],60.0,0.7,1.05,1.0,0.15,,,,,,
Double-scroll,ESN,0.0002201480611183085,[0.99985796 0.9994389  0.99978014],60.0,0.7,1.05,1.0,0.2,,,,,,
Double-scroll,ESN,0.0005592239734494276,[0.99973079 0.99870149 0.99931723],60.0,0.7,1.05,1.5,0.0,,,,,,
Double-scroll,ESN,0.0004911337500917743,[0.99973567 0.99864177 0.99947247],60.0,0.7,1.05,1.5,0.05,,,,,,
Double-scroll,ESN,0.0006821573483492933,[0.99957078 0.99839519 0.9992758 ],60.0,0.7,1.05,1.5,0.1,,,,,,
Double-scroll,ESN,0.0005093981712975716,[0.99971335 0.99865982 0.99945012],60.0,0.7,1.05,1.5,0.15,,,,,,
Double-scroll,ESN,0.0005427990548846392,[0.99966234 0.9985156  0.99945081],60.0,0.7,1.05,1.5,0.2,,,,,,
Double-scroll,ESN,0.0007945872816682214,[0.99947106 0.99744186 0.99930877],60.0,0.7,1.05,2.0,0.0,,,,,,
Double-scroll,ESN,0.0009746061059038487,[0.9994264  0.99717813 0.99901702],60.0,0.7,1.05,2.0,0.05,,,,,,
Double-scroll,ESN,0.001282806211598184,[0.99925752 0.99700041 0.99855115],60.0,0.7,1.05,2.0,0.1,,,,,,
Double-scroll,ESN,0.0008896005249473728,[0.99941395 0.99718809 0.99921253],60.0,0.7,1.05,2.0,0.15,,,,,,
Double-scroll,ESN,0.0009640733314941168,[0.99939534 0.99733876 0.99904304],60.0,0.7,1.05,2.0,0.2,,,,,,
Double-scroll,ESN,0.0011807381050449456,[0.99928292 0.9964943  0.99885209],60.0,0.7,1.05,2.5,0.0,,,,,,
Double-scroll,ESN,0.0016936420430672579,[0.99893583 0.99529773 0.9983158 ],60.0,0.7,1.05,2.5,0.05,,,,,,
Double-scroll,ESN,0.002077437178676032,[0.99881545 0.99502224 0.99766293],60.0,0.7,1.05,2.5,0.1,,,,,,
Double-scroll,ESN,0.0013911721894941044,[0.99901642 0.99593034 0.99878629],60.0,0.7,1.05,2.5,0.15,,,,,,
Double-scroll,ESN,0.0014295779664526425,[0.99895015 0.99590258 0.99878066],60.0,0.7,1.05,2.5,0.2,,,,,,
Double-scroll,ESN,0.001965839352370151,[0.99872928 0.99448516 0.99809278],60.0,0.7,1.05,3.0,0.0,,,,,,
Double-scroll,ESN,0.00271819691033074,[0.99826839 0.9934888  0.99711017],60.0,0.7,1.05,3.0,0.05,,,,,,
Double-scroll,ESN,0.0028831828420695597,[0.99830127 0.99317643 0.9968005 ],60.0,0.7,1.05,3.0,0.1,,,,,,
Double-scroll,ESN,0.002181803266348249,[0.99847874 0.99411461 0.99802905],60.0,0.7,1.05,3.0,0.15,,,,,,
Double-scroll,ESN,0.0019997036283323673,[0.99854428 0.99394113 0.99835601],60.0,0.7,1.05,3.0,0.2,,,,,,
Double-scroll,ESN,0.002679100338176782,[0.99798848 0.99221595 0.99773161],60.0,0.7,1.05,3.5,0.0,,,,,,
Double-scroll,ESN,0.003151738576643299,[0.99802049 0.99286997 0.99654917],60.0,0.7,1.05,3.5,0.05,,,,,,
Double-scroll,ESN,0.003380918197774858,[0.99786805 0.99178616 0.99643702],60.0,0.7,1.05,3.5,0.1,,,,,,
Double-scroll,ESN,0.002953252371019431,[0.99785176 0.99161475 0.9974909 ],60.0,0.7,1.05,3.5,0.15,,,,,,
Double-scroll,ESN,0.002717048749234941,[0.9979443  0.99168377 0.99785557],60.0,0.7,1.05,3.5,0.2,,,,,,
Double-scroll,ESN,0.003217795937413919,[0.99744839 0.99029337 0.99747258],60.0,0.7,1.05,4.0,0.0,,,,,,
Double-scroll,ESN,0.003368120342801386,[0.99786954 0.9921821  0.99637963],60.0,0.7,1.05,4.0,0.05,,,,,,
Double-scroll,ESN,0.003929984055037994,[0.99740439 0.98997812 0.99606359],60.0,0.7,1.05,4.0,0.1,,,,,,
Double-scroll,ESN,0.0036780930155501557,[0.99722104 0.9891949  0.99699469],60.0,0.7,1.05,4.0,0.15,,,,,,
Double-scroll,ESN,0.003478761546560148,[0.99727795 0.98957577 0.99727982],60.0,0.7,1.05,4.0,0.2,,,,,,
Double-scroll,ESN,0.003729432002274505,[0.99705412 0.98859405 0.99707768],60.0,0.7,1.05,4.5,0.0,,,,,,
Double-scroll,ESN,0.0037751450210647417,[0.99759049 0.99091016 0.99603475],60.0,0.7,1.05,4.5,0.05,,,,,,
Double-scroll,ESN,0.004480154111923955,[0.9970131  0.98832715 0.99558426],60.0,0.7,1.05,4.5,0.1,,,,,,
Double-scroll,ESN,0.004442833076548799,[0.99664639 0.98730685 0.99624889],60.0,0.7,1.05,4.5,0.15,,,,,,
Double-scroll,ESN,0.004337862822440308,[0.99664639 0.98747743 0.99645649],60.0,0.7,1.05,4.5,0.2,,,,,,
Double-scroll,ESN,0.004349371899220917,[0.99677825 0.98726385 0.99626468],60.0,0.7,1.05,5.0,0.0,,,,,,
Double-scroll,ESN,0.004503049573316991,[0.99716905 0.98891344 0.99528621],60.0,0.7,1.05,5.0,0.05,,,,,,
Double-scroll,ESN,0.005096453412278715,[0.99669331 0.98697005 0.99483983],60.0,0.7,1.05,5.0,0.1,,,,,,
Double-scroll,ESN,0.005247174392612817,[0.99617572 0.98605137 0.99519828],60.0,0.7,1.05,5.0,0.15,,,,,,
Double-scroll,ESN,0.005310118572298515,[0.99609861 0.98552145 0.99528715],60.0,0.7,1.05,5.0,0.2,,,,,,
Double-scroll,ESN,0.0015623131157064818,[0.99741653 0.99658701 0.99976925],60.0,0.7,1.1,0.1,0.0,,,,,,
Double-scroll,ESN,0.0009366391463259893,[0.998555   0.99765962 0.99983456],60.0,0.7,1.1,0.1,0.05,,,,,,
Double-scroll,ESN,0.00106041663622051,[0.99835963 0.99734527 0.99983456],60.0,0.7,1.1,0.1,0.1,,,,,,
Double-scroll,ESN,0.0014225366676196784,[0.99774302 0.99646414 0.9998047 ],60.0,0.7,1.1,0.1,0.15,,,,,,
Double-scroll,ESN,0.001361729890194265,[0.9978245  0.99665159 0.99980265],60.0,0.7,1.1,0.1,0.2,,,,,,
